anno,dt_ince,comune,sup_tot_ha,geom
2017,2017-07-23,2017/SS/0931,1.9466,POINT(8.754016600959183 40.77770646326807)
2017,2017-07-25,2017/SS/0934,7.9843,POINT(8.545680230327854 40.64990484799726)
2017,2017-07-25,2017/SS/0935,20.0514,POINT(8.670617050205243 40.40162215396258)
2017,2017-07-26,2017/SS/0941,0.1694,POINT(8.8588584243494 40.93490633853169)
2017,2017-07-26,2017/SS/0945,0.6183,POINT(8.549321453156834 40.632764923299625)
2017,2017-07-27,2017/SS/0947,0.1704,POINT(8.310202854846088 40.620331978012175)
2017,2017-07-28,2017/SS/0949,0.4669,POINT(8.356462508407486 40.792367353879186)
2017,2017-07-29,2017/SS/0950,1.9873,POINT(8.49165320042494 40.7021526714331)
2017,2017-07-31,2017/SS/0952,63.8124,POINT(8.469558619787913 40.58885257705976)
2017,2017-08-01,2017/SS/0954,0.4026,POINT(8.949134658419352 40.55342140334979)
2017,2017-08-01,2017/SS/0955,0.2112,POINT(8.457050141666919 40.5735777368317)
2017,2017-10-07,2017/SS/1104,0.8634,POINT(8.524019117835229 40.671499344283625)
2017,2017-10-08,2017/SS/1106,2.6312,POINT(8.627294580301058 40.61969124631445)
2017,2017-08-02,2017/SS/0960,1.8583,POINT(8.65788025145077 40.36110109114542)
2017,2017-08-03,2017/SS/0963,3.9393,POINT(8.55386924030399 40.78258794548429)
2017,2017-08-03,2017/SS/0964,0.1214,POINT(8.813570204210839 40.92858657856975)
2017,2017-08-05,2017/SS/0970,1.5488,POINT(8.523713526949672 40.68846101936018)
2017,2017-08-05,2017/SS/0971,0.6453,POINT(8.732578111245445 40.82594671136177)
2017,2017-08-06,2017/SS/0977,0.1381,POINT(8.761644210241473 40.566742093818306)
2017,2017-08-07,2017/SS/0980,0.3672,POINT(9.017854871745952 40.401932418897)
2017,2017-08-07,2017/SS/0981,0.5791,POINT(8.988653138544993 40.38726699357471)
2017,2017-08-07,2017/SS/0983,4.0522,POINT(8.562912705277851 40.78181805877809)
2017,2017-08-09,2017/SS/0987,27.8897,POINT(8.735070243987101 40.74038238399323)
2017,2017-08-10,2017/SS/0990,7.5734,POINT(8.888764528055985 40.88238025044969)
2017,2017-08-11,2017/SS/0991,0.4680,POINT(8.752039946966297 40.89153502603965)
2017,2017-08-11,2017/SS/0994,4.3689,POINT(9.206405676346035 40.472212326178564)
2017,2017-08-12,2017/SS/0997,12.7477,POINT(8.637506321479886 40.86003548666474)
2017,2017-08-13,2017/SS/0998,0.3276,POINT(8.639803302275498 40.56909498473905)
2017,2017-08-13,2017/SS/0999,0.4541,POINT(9.012195741674832 40.41048572403223)
2017,2017-10-10,2017/SS/1109,0.2561,POINT(8.829937103071762 40.69259703831902)
2017,2017-08-16,2017/SS/1002,33.9694,POINT(9.012424441550264 40.47814427881794)
2017,2017-08-20,2017/SS/1020,0.1968,POINT(9.1276362816761 40.616056054734266)
2017,2017-08-21,2017/SS/1024,0.4034,POINT(8.346504066422924 40.58667909178142)
2017,2017-03-19,2017/TE/0235,0.1396,POINT(9.149772061717362 40.880555424257075)
2017,2017-08-16,2017/SS/1003,5.2543,POINT(8.442516304385833 40.61137968581083)
2017,2017-08-17,2017/SS/1008,0.3136,POINT(8.911997979196027 40.61762575367127)
2017,2017-08-25,2017/SS/1031,0.3118,POINT(9.043145932420563 40.42413012930342)
2017,2017-08-27,2017/SS/1035,3.0603,POINT(8.548112820301375 40.66288039186047)
2017,2017-08-19,2017/SS/1012,2.2417,POINT(8.757522884763251 40.66941601455784)
2017,2017-08-19,2017/SS/1013,2.5924,POINT(8.597485813713028 40.77834657188289)
2017,2017-08-20,2017/SS/1015,7.7964,POINT(8.451969420327051 40.499085898817654)
2017,2017-08-29,2017/SS/1039,0.2160,POINT(8.601014425178734 40.807094244282204)
2017,2017-09-02,2017/SS/1048,0.1916,POINT(8.462743750359161 40.727142424769355)
2017,2017-09-02,2017/SS/1050,133.3272,POINT(8.670793347603961 40.35794134675342)
2017,2017-09-02,2017/SS/1052,0.3354,POINT(8.565300299491842 40.79479287489399)
2017,2017-09-02,2017/SS/1054,33.0142,POINT(8.780440334372447 40.670727811994794)
2017,2017-08-20,2017/SS/1017,4.6790,POINT(8.7933120100075 40.52123418633206)
2017,2017-08-22,2017/SS/1025,0.7226,POINT(8.371792564702806 40.58175562026605)
2017,2017-08-22,2017/SS/1026,0.5379,POINT(9.055587840064124 40.45719215499277)
2017,2017-08-22,2017/SS/1027,0.2426,POINT(8.782709767365095 40.79706723590734)
2017,2017-09-08,2017/SS/1064,0.2989,POINT(8.8518373748242 40.90652973744551)
2017,2017-09-10,2017/SS/1071,4.2449,POINT(8.753878898745615 40.900183138188844)
2017,2017-09-11,2017/SS/1072,9.9401,POINT(8.434969200493075 40.76933986280437)
2017,2017-09-12,2017/SS/1074,0.1330,POINT(8.3628783758646 40.56032466564023)
2017,2017-09-24,2017/SS/1090,1.5172,POINT(9.02643327597229 40.37392429307781)
2017,2017-09-13,2017/SS/1075,3.2899,POINT(8.969862991280824 40.62067054523231)
2017,2017-09-13,2017/SS/1076,0.1069,POINT(8.755762011698426 40.901171286498894)
2017,2017-09-16,2017/SS/1078,2.6341,POINT(8.48749020010809 40.79993696912791)
2017,2017-09-22,2017/SS/1088,0.2809,POINT(8.340885775672241 40.72968103950835)
2017,2017-10-02,2017/SS/1096,7.0894,POINT(8.682565588667156 40.602770836381296)
2017,2017-10-17,2017/SS/1120,3.1430,POINT(8.846567023619954 40.67470880143447)
2017,2017-04-08,2017/TE/0238,1.5193,POINT(9.422258594626463 40.91780546356327)
2017,2017-10-19,2017/SS/1123,0.2655,POINT(8.749950104185137 40.60311763956619)
2017,2017-10-27,2017/SS/1137,27.9711,POINT(8.488403145223185 40.8135642926022)
2017,2017-10-27,2017/SS/1144,0.3643,POINT(9.061312942119573 40.439956376127704)
2017,2017-03-16,2017/TE/0233,0.2694,POINT(9.079114093094047 40.89590279771897)
2017,2017-03-17,2017/TE/0234,0.6417,POINT(9.226831693685872 41.1360729656692)
2017,2017-05-01,2017/TE/0243,0.3633,POINT(9.646168315852265 40.8489639340385)
2017,2017-05-06,2017/TE/0244,0.2563,POINT(9.506107624107955 40.931490134479546)
2017,2017-05-16,2017/TE/0247,0.8542,POINT(9.307544053277658 40.892651497437384)
2017,2017-05-18,2017/TE/0249,0.1200,POINT(9.48364829226286 40.93432322899683)
2017,2017-05-19,2017/TE/0250,0.1030,POINT(9.527062914798305 40.809722260645565)
2017,2017-05-20,2017/TE/0251,6.5925,POINT(9.56223901617953 40.896321173335465)
2017,2017-05-21,2017/TE/0252,0.3330,POINT(9.537814948230045 40.957514327303464)
2017,2017-05-24,2017/TE/0253,4.5999,POINT(9.273551662651293 41.09806066727254)
2017,2017-05-26,2017/TE/0255,0.5684,POINT(8.906971933999158 40.83423591656674)
2017,2017-05-30,2017/TE/0259,0.2398,POINT(9.085135903870766 41.12556157706735)
2017,2017-07-14,2017/TE/0289,0.7216,POINT(9.509956375948352 40.83760786271832)
2017,2017-06-12,2017/TE/0265,8.2555,POINT(9.077680575614854 40.9431840878909)
2017,2017-06-13,2017/TE/0267,0.1079,POINT(9.072908898418401 40.92463023093977)
2017,2017-06-14,2017/TE/0271,2.4793,POINT(9.400097541598639 41.06359423036811)
2017,2017-06-23,2017/TE/0279,0.5529,POINT(9.527815089401479 40.99237659839053)
2017,2017-07-14,2017/TE/0290,1.6059,POINT(9.518635637433302 40.91160003257435)
2017,2017-07-16,2017/TE/0292,0.5058,POINT(9.516784504539661 40.911432042782565)
2017,2017-07-17,2017/TE/0295,0.1792,POINT(9.36686916899513 40.83108426858496)
2017,2017-07-18,2017/TE/0297,0.2409,POINT(9.489099696834051 40.98625625179495)
2017,2017-07-19,2017/TE/0298,0.5318,POINT(9.090950326882368 40.90920665661233)
2017,2017-07-20,2017/TE/0299,11.8468,POINT(9.09986885855456 40.965399402116326)
2017,2017-07-21,2017/TE/0300,0.1915,POINT(9.516328452089661 40.7908612777206)
2017,2017-07-25,2017/TE/0302,1.4771,POINT(9.267770735089792 41.19491672297277)
2017,2017-08-11,2017/TE/0309,3.2930,POINT(9.33144140643768 41.12201962111529)
2017,2017-08-12,2017/TE/0310,2.4693,POINT(9.538437578037836 41.02277107295852)
2017,2017-08-13,2017/TE/0312,0.2378,POINT(8.946634267625841 40.9212135092071)
2017,2017-08-20,2017/TE/0316,0.1421,POINT(9.342167514482012 41.190460526024246)
2017,2017-08-26,2017/TE/0321,0.4465,POINT(9.178787487552345 40.937194186402635)
2017,2017-08-29,2017/TE/0324,0.7434,POINT(9.330200593154837 41.12351664650558)
2017,2017-09-02,2017/TE/0329,3.1940,POINT(9.15813820352481 40.92524320707453)
2017,2017-09-13,2017/TE/0337,0.7062,POINT(9.320673529979159 40.82656531235206)
2017,2017-09-17,2017/TE/0343,1.2628,POINT(9.423474876130294 41.21590811007214)
2017,2017-09-07,2017/TE/0333,0.2988,POINT(9.218218655841403 40.9604820541502)
2017,2017-09-12,2017/TE/0336,0.3864,POINT(9.331230674722836 41.123950792627696)
2017,2017-09-30,2017/TE/0351,0.2735,POINT(8.885519750470934 40.835004414254364)
2017,2017-10-07,2017/TE/0353,0.2651,POINT(9.267250001691528 41.22093210039805)
2017,2017-10-27,2017/TE/0361,0.3321,POINT(8.92537925963928 40.85560127863175)
2017,2017-12-11,2017/TE/0363,4.5797,POINT(9.552914832618063 40.88709477868549)
2018,2018-01-25,2018/CA/5806,0.5034,POINT(9.084276616238983 39.44853721536569)
2018,2018-05-14,2018/CA/5807,1.2013,POINT(9.597838394190875 39.421782841714965)
2018,2018-06-01,2018/CA/5810,0.2510,POINT(8.75136340603707 39.43817088647977)
2018,2018-06-05,2018/CA/5821,0.6014,POINT(9.149352504005524 39.30817082218369)
2018,2018-06-05,2018/CA/5823,0.3347,POINT(8.71162709381351 39.523776192443435)
2018,2018-06-12,2018/CA/5843,0.9099,POINT(9.278936125895372 39.25210586625958)
2018,2018-06-10,2018/CA/5834,1.7691,POINT(9.15658337448596 39.38506501811921)
2018,2018-06-10,2018/CA/5835,5.1145,POINT(8.889953123802927 39.3657665589026)
2018,2018-06-13,2018/CA/5846,0.9271,POINT(9.198129309702633 39.2570860027912)
2018,2018-06-10,2018/CA/5836,0.8589,POINT(9.279085410461274 39.22306945199667)
2018,2018-06-11,2018/CA/5838,0.2223,POINT(9.08761915692466 39.57573370969195)
2018,2018-06-14,2018/CA/5849,0.8317,POINT(9.301973849326428 39.245741381398375)
2018,2018-06-15,2018/CA/5853,6.4090,POINT(8.88454561980591 39.30137325516723)
2018,2018-06-15,2018/CA/5854,45.6413,POINT(8.980926743303996 39.21192339553029)
2018,2018-06-21,2018/CA/5909,2.8732,POINT(8.93143986540307 39.30823354433267)
2018,2018-07-21,2018/CA/6295,0.1819,POINT(9.134218849026265 39.234244991396544)
2018,2018-06-12,2018/CA/5842,4.1311,POINT(9.011762432798044 39.385748611101356)
2018,2018-06-16,2018/CA/5856,1.6184,POINT(9.319818046270202 39.213609963380414)
2018,2018-06-16,2018/CA/5859,2.2900,POINT(9.092807684971316 39.23687268789566)
2018,2018-07-21,2018/CA/6296,0.9451,POINT(8.95096854871159 39.424308163731965)
2018,2018-07-21,2018/CA/6301,10.8373,POINT(8.937522699879068 39.32573782843311)
2018,2018-06-16,2018/CA/5860,14.2316,POINT(8.925038027478395 39.55859875385811)
2018,2018-06-16,2018/CA/5861,0.2835,POINT(9.157476029875792 39.56487927419845)
2018,2018-06-16,2018/CA/5862,0.2833,POINT(8.769533044231753 39.519463732958684)
2018,2018-06-17,2018/CA/5864,2.0096,POINT(8.97909905798529 39.61193805386528)
2018,2018-07-23,2018/CA/6329,0.6258,POINT(8.938943023739485 39.513299756802404)
2018,2018-06-17,2018/CA/5865,22.7652,POINT(8.89523327163421 39.363205212029555)
2018,2018-06-17,2018/CA/5868,3.6894,POINT(8.944363910470177 39.220089984467926)
2018,2018-06-21,2018/CA/5902,0.9997,POINT(9.146243660420874 39.31015507047758)
2018,2018-06-18,2018/CA/5872,4.1430,POINT(9.003058723351465 39.41476067125697)
2018,2018-06-19,2018/CA/5883,1.1051,POINT(9.094142537575337 39.57298364930553)
2018,2018-06-19,2018/CA/5886,4.0478,POINT(8.924865588543204 39.561674990731916)
2018,2018-06-21,2018/CA/5905,3.8142,POINT(9.213161948895548 39.309417122171524)
2018,2018-06-21,2018/CA/5908,0.4727,POINT(8.92929701431375 39.30305365670613)
2018,2018-06-19,2018/CA/5888,2.2779,POINT(9.075869645147401 39.27223328828207)
2018,2018-06-19,2018/CA/5889,3.6002,POINT(9.113055044445183 39.29656224595375)
2018,2018-06-20,2018/CA/5894,0.1641,POINT(8.981798972549026 39.4550353302115)
2018,2018-06-20,2018/CA/5895,0.9366,POINT(9.154063226044848 39.27090724259479)
2018,2018-06-20,2018/CA/5896,0.5230,POINT(8.951934000195065 39.33860389965724)
2018,2018-06-21,2018/CA/5910,2.6211,POINT(8.965784519385922 39.330169619895685)
2018,2018-06-21,2018/CA/5911,1.3537,POINT(9.00577124267186 39.071635642290275)
2018,2018-06-22,2018/CA/5914,0.5929,POINT(9.134300064184691 39.27834244536036)
2018,2018-06-22,2018/CA/5916,3.9212,POINT(8.946861360818502 39.63172504387433)
2018,2018-06-22,2018/CA/5931,0.4016,POINT(8.742245050863813 39.45149639698874)
2018,2018-06-22,2018/CA/5919,2.6578,POINT(9.168671692212795 39.22949335694177)
2018,2018-07-04,2018/CA/6052,0.5885,POINT(9.166645337365667 39.38227632681105)
2018,2018-06-22,2018/CA/5921,12.6165,POINT(8.967920655949104 39.331643725999825)
2018,2018-06-22,2018/CA/5932,0.4245,POINT(8.96924182462474 39.61863580219216)
2018,2018-06-22,2018/CA/5933,2.3045,POINT(8.732535768029763 39.57022489155864)
2018,2018-06-22,2018/CA/5922,3.7350,POINT(8.945096112509855 39.32512768630107)
2018,2018-06-23,2018/CA/5938,7.2632,POINT(8.928236825289076 39.305254777006525)
2018,2018-06-01,2018/CA/5923,4.6525,POINT(8.98128400305956 39.60247501848838)
2018,2018-06-23,2018/CA/5939,1.7611,POINT(8.942553069436572 39.21626872665414)
2018,2018-07-04,2018/CA/6054,6.1385,POINT(8.961212640034127 39.421922171545596)
2018,2018-06-04,2018/CA/5924,0.7672,POINT(8.950248115562784 39.644079357934004)
2018,2018-06-22,2018/CA/5925,0.3377,POINT(9.148313644345643 39.264681905871434)
2018,2018-06-22,2018/CA/5926,1.5601,POINT(8.951887966851578 39.34018006615984)
2018,2018-06-22,2018/CA/5928,27.9387,POINT(8.891860725042617 39.396490624556414)
2018,2018-07-01,2018/CA/6024,1.0820,POINT(8.973798515067632 39.48553906467967)
2018,2018-06-22,2018/CA/5930,4.9878,POINT(9.002477020185362 39.41216550644406)
2018,2018-06-23,2018/CA/5940,0.8767,POINT(9.303902419649708 39.218221688786095)
2018,2018-06-23,2018/CA/5941,2.3104,POINT(8.926673790640246 39.58855173087301)
2018,2018-06-23,2018/CA/5944,0.4400,POINT(9.011626303995627 39.38845175954808)
2018,2018-06-23,2018/CA/5945,1.0287,POINT(9.002531043389624 39.41702475550111)
2018,2018-06-23,2018/CA/5946,4.3865,POINT(9.152944952048808 39.26373112486734)
2018,2018-06-23,2018/CA/5947,2.1379,POINT(8.924974664762086 39.305422692018446)
2018,2018-06-25,2018/CA/5955,1.9925,POINT(9.246850020190443 39.283987015991)
2018,2018-06-27,2018/CA/5963,1.3316,POINT(8.832618844996507 39.60980876290689)
2018,2018-06-27,2018/CA/5964,1.2278,POINT(8.844230286084874 39.60017803445927)
2018,2018-07-05,2018/CA/6062,0.2231,POINT(9.096206681981078 39.55863720099189)
2018,2018-06-27,2018/CA/5965,1.4775,POINT(9.114842411304963 39.29585178807492)
2018,2018-06-27,2018/CA/5966,24.4662,POINT(8.9340199198143 39.676410943591755)
2018,2018-06-27,2018/CA/5969,1.6170,POINT(9.272077023250935 39.21752070733395)
2018,2018-07-06,2018/CA/6086,9.0013,POINT(8.812463175115333 39.584179292731555)
2018,2018-06-27,2018/CA/5971,2.4138,POINT(9.05025838945934 39.32598952949378)
2018,2018-06-27,2018/CA/5972,0.7532,POINT(9.272121370746374 39.261001841013496)
2018,2018-07-06,2018/CA/6088,0.1933,POINT(9.297177012602127 39.23323675993121)
2018,2018-06-27,2018/CA/5973,14.4602,POINT(8.919195505976228 39.665475804895145)
2018,2018-06-28,2018/CA/5976,7.2005,POINT(9.099160588684127 39.58145110067438)
2018,2018-07-12,2018/CA/6159,0.3596,POINT(9.09711263554735 39.472403068759455)
2018,2018-06-28,2018/CA/5977,2.3333,POINT(9.08801971084324 39.56862074344329)
2018,2018-06-28,2018/CA/5978,5.0798,POINT(9.088945729955789 39.266906958300765)
2018,2018-07-23,2018/CA/6332,1.3903,POINT(9.259263243246021 39.22664482254272)
2018,2018-06-28,2018/CA/5980,2.9896,POINT(9.000946261875445 39.40551542883322)
2018,2018-06-28,2018/CA/5983,0.8248,POINT(9.212821904172424 39.31550812769205)
2018,2018-06-29,2018/CA/5989,20.6626,POINT(8.94356220571662 39.596781659643206)
2018,2018-07-24,2018/CA/6335,3.4626,POINT(8.975029318691366 39.25398026897137)
2018,2018-06-29,2018/CA/5990,0.9976,POINT(8.996053321012116 39.45081678057808)
2018,2018-06-29,2018/CA/5991,0.7665,POINT(9.047085313703523 39.30846724141088)
2018,2018-06-29,2018/CA/5992,3.7350,POINT(8.945096112509855 39.32512768630107)
2018,2018-06-29,2018/CA/5993,27.0001,POINT(8.692679772042297 39.63224035688048)
2018,2018-06-29,2018/CA/5997,0.7188,POINT(9.000710987542151 39.47562519955793)
2018,2018-07-14,2018/CA/6179,0.3987,POINT(8.74217159541345 39.444162478991146)
2018,2018-06-29,2018/CA/5998,0.5157,POINT(9.055660449463149 39.308203047831086)
2018,2018-06-30,2018/CA/6001,13.2691,POINT(8.909335347750483 39.28768008511814)
2018,2018-06-30,2018/CA/6004,0.6116,POINT(8.925151873678423 39.38439175485787)
2018,2018-06-30,2018/CA/6008,7.0222,POINT(9.079698106262995 39.587311604020435)
2018,2018-06-30,2018/CA/6013,2.3517,POINT(8.991158663832367 39.46272494826121)
2018,2018-06-30,2018/CA/6016,0.4594,POINT(9.172723234701273 39.23523056149155)
2018,2018-07-01,2018/CA/6022,1.9676,POINT(8.921820518611778 39.38557218420752)
2018,2018-07-01,2018/CA/6023,0.4420,POINT(8.887427199918571 39.549519366241334)
2018,2018-07-01,2018/CA/6025,2.1749,POINT(8.940191608801173 39.68801043667075)
2018,2018-07-01,2018/CA/6027,1.9913,POINT(9.091135498033216 39.69030221925935)
2018,2018-07-02,2018/CA/6029,0.2786,POINT(8.767768519939672 39.51700319967925)
2018,2018-07-24,2018/CA/6343,1.3238,POINT(8.926428009332481 39.49285299018034)
2018,2018-07-24,2018/CA/6345,0.5663,POINT(8.907877746607015 39.540316129559145)
2018,2018-07-02,2018/CA/6030,0.8934,POINT(8.955044584033416 39.62483563731115)
2018,2018-07-02,2018/CA/6032,3.3805,POINT(9.052673279149944 39.37893510868399)
2018,2018-07-02,2018/CA/6033,0.2289,POINT(9.021391719720791 39.72516951815341)
2018,2018-07-03,2018/CA/6041,0.5529,POINT(9.098727076816079 39.30514214325582)
2018,2018-07-25,2018/CA/6349,7.4119,POINT(9.103073760327977 39.29148254033463)
2018,2018-07-02,2018/CA/6034,2.1309,POINT(9.015290552304535 39.45563284358454)
2018,2018-07-03,2018/CA/6044,1.5452,POINT(9.067379537990464 39.38316410923922)
2018,2018-07-04,2018/CA/6045,0.8651,POINT(9.09047641064919 39.38640882294039)
2018,2018-07-26,2018/CA/6363,0.2858,POINT(9.171801319167267 39.22759453335715)
2018,2018-07-04,2018/CA/6047,1.8015,POINT(9.08779400166532 39.57468758701465)
2018,2018-07-04,2018/CA/6050,33.7864,POINT(8.973473423382544 39.60796061990928)
2018,2018-07-04,2018/CA/6051,0.9705,POINT(8.782157830348586 39.43058652293304)
2018,2018-07-26,2018/CA/6364,0.2699,POINT(8.906770016751127 39.591418716112564)
2018,2018-07-05,2018/CA/6063,1.0511,POINT(9.086395358681308 39.572831710444504)
2018,2018-07-05,2018/CA/6066,2.2225,POINT(8.814824235224782 39.57782826429821)
2018,2018-07-05,2018/CA/6069,1.1636,POINT(9.262740592118801 39.22510092198922)
2018,2018-07-06,2018/CA/6074,6.1513,POINT(8.979067010375116 39.169127913462766)
2018,2018-07-06,2018/CA/6075,5.8872,POINT(8.887171983743736 39.548516983285886)
2018,2018-07-06,2018/CA/6080,0.8556,POINT(8.71448601218985 38.968013058083585)
2018,2018-07-06,2018/CA/6083,0.7471,POINT(9.112349314649432 39.26396338732162)
2018,2018-07-06,2018/CA/6092,0.4948,POINT(9.166017342538566 39.38125398263456)
2018,2018-07-07,2018/CA/6093,3.3985,POINT(8.968584177852199 39.611050953074425)
2018,2018-07-04,2018/CA/6094,1.3273,POINT(8.7873555662279 39.42795113819855)
2018,2018-07-07,2018/CA/6097,2.7427,POINT(9.172001259201032 39.26197279009806)
2018,2018-07-07,2018/CA/6098,33.0006,POINT(9.077263649566934 39.340877967735736)
2018,2018-07-14,2018/CA/6180,0.2879,POINT(9.179840544911283 39.30257039034529)
2018,2018-07-07,2018/CA/6100,2.4447,POINT(9.077422792293962 39.38123738759833)
2018,2018-07-14,2018/CA/6183,1.2811,POINT(8.832148660764586 39.60301477300174)
2018,2018-07-07,2018/CA/6102,1.1600,POINT(9.056454985407216 39.30883751655118)
2018,2018-07-11,2018/CA/6142,0.5793,POINT(9.089008368030791 39.57036578824655)
2018,2018-07-11,2018/CA/6144,0.1768,POINT(9.11176747436121 39.58735531239285)
2018,2018-07-08,2018/CA/6106,1.9856,POINT(9.15414942865582 39.70623972931126)
2018,2018-07-08,2018/CA/6107,0.7440,POINT(8.932981841566312 39.38491703284115)
2018,2018-07-26,2018/CA/6367,0.7182,POINT(8.988734949043849 39.230412558036065)
2018,2018-07-08,2018/CA/6110,20.1337,POINT(9.100837298555158 39.60617914133046)
2018,2018-07-09,2018/CA/6117,15.1016,POINT(9.06922013884552 39.384966142329546)
2018,2018-07-28,2018/CA/6398,0.8251,POINT(8.78868778921149 39.62948013476664)
2018,2018-07-09,2018/CA/6120,5.9030,POINT(9.126344854999102 39.27843930682433)
2018,2018-07-09,2018/CA/6122,31.6831,POINT(9.020620307700879 39.537417756255216)
2018,2018-07-12,2018/CA/6155,0.9619,POINT(9.185506213949482 39.2659782983728)
2018,2018-07-12,2018/CA/6156,0.8953,POINT(8.993840886410608 39.39590061765611)
2018,2018-07-28,2018/CA/6399,0.3109,POINT(8.951838070286154 39.322901558592974)
2018,2018-07-10,2018/CA/6123,1.7631,POINT(9.033674679588074 39.379394718403795)
2018,2018-07-10,2018/CA/6125,24.9712,POINT(8.844272926184159 39.447076806751554)
2018,2018-07-10,2018/CA/6132,0.4694,POINT(9.12788208853438 39.50410724102863)
2018,2018-07-10,2018/CA/6133,0.2314,POINT(8.929509747931975 39.25670054347647)
2018,2018-07-11,2018/CA/6146,2.5505,POINT(9.156033269318808 39.26606811030883)
2018,2018-07-12,2018/CA/6149,0.2183,POINT(9.194810040803251 39.269901172978244)
2018,2018-07-12,2018/CA/6150,2.9548,POINT(9.004448807326249 39.054461174471754)
2018,2018-07-12,2018/CA/6151,0.9896,POINT(8.991930846146122 39.257348614807455)
2018,2018-07-12,2018/CA/6152,1.0631,POINT(9.116215463382295 39.27257495450929)
2018,2018-07-13,2018/CA/6165,9.4243,POINT(8.940831918583681 39.40869986411244)
2018,2018-07-13,2018/CA/6166,4.3268,POINT(8.757216104296882 39.545852199542594)
2018,2018-07-13,2018/CA/6168,1.2060,POINT(9.145625212334485 39.286318316936416)
2018,2018-07-14,2018/CA/6187,5.0203,POINT(8.935691455563484 39.40302291426103)
2018,2018-07-13,2018/CA/6169,3.9880,POINT(9.165920891957343 39.57792438163829)
2018,2018-07-13,2018/CA/6172,1.1930,POINT(8.87112799728338 38.91987818392058)
2018,2018-07-13,2018/CA/6174,2.5228,POINT(8.75704453500192 39.544209549585645)
2018,2018-07-13,2018/CA/6176,10.4880,POINT(9.115149909810395 39.733391771887376)
2018,2018-07-29,2018/CA/6410,3.8886,POINT(8.942929256112583 39.3887209019597)
2018,2018-07-29,2018/CA/6411,34.4340,POINT(9.102874136098073 39.53051456220017)
2018,2018-07-14,2018/CA/6189,0.3870,POINT(9.031701448755685 39.360868529833205)
2018,2018-07-14,2018/CA/6191,0.9219,POINT(8.89512380673372 39.4090362129376)
2018,2018-07-14,2018/CA/6193,0.2246,POINT(9.179234184106445 39.227004854392476)
2018,2018-07-15,2018/CA/6201,1.0872,POINT(9.144584907391627 39.27119180698902)
2018,2018-07-15,2018/CA/6202,3.8712,POINT(8.998359199961861 39.3848178539539)
2018,2018-07-15,2018/CA/6198,2.5085,POINT(8.929795256108044 39.276162650337625)
2018,2018-07-15,2018/CA/6199,1.2300,POINT(9.197796407594403 39.255021056704244)
2018,2018-07-29,2018/CA/6416,0.3672,POINT(9.090251856652914 39.531748514561336)
2018,2018-07-15,2018/CA/6206,1.7899,POINT(9.089387612402898 39.26251342091855)
2018,2018-07-15,2018/CA/6207,2.3277,POINT(8.783489205847719 39.42932381015388)
2018,2018-07-15,2018/CA/6209,5.2547,POINT(9.191833484973301 39.38633778980174)
2018,2018-07-15,2018/CA/6210,0.5731,POINT(9.19518613101921 39.39657202370167)
2018,2018-06-22,2018/CA/6213,1.2644,POINT(8.95515641531958 39.33337883391069)
2018,2018-07-16,2018/CA/6214,0.8586,POINT(8.854297768635217 38.89080448427973)
2018,2018-08-11,2018/CA/6531,0.5355,POINT(8.932779342816017 39.33165568633263)
2018,2018-06-21,2018/CA/6215,4.5619,POINT(8.943651437147562 39.32774118529324)
2018,2018-07-16,2018/CA/6222,1.1965,POINT(9.214273776269987 39.280355289544765)
2018,2018-07-18,2018/CA/6246,2.3149,POINT(8.946083945809747 39.64057600122307)
2018,2018-07-17,2018/CA/6223,0.6022,POINT(8.779931211502955 39.48222189443192)
2018,2018-07-17,2018/CA/6225,0.1529,POINT(8.942022265309244 39.63896878034681)
2018,2018-07-17,2018/CA/6227,0.9517,POINT(8.922242858585644 39.47592712371083)
2018,2018-07-17,2018/CA/6228,1.3649,POINT(9.11644167504885 39.258723934555846)
2018,2018-07-17,2018/CA/6231,1.6248,POINT(9.17617340734124 39.387795671313974)
2018,2018-07-17,2018/CA/6234,8.2726,POINT(8.95335363182966 39.629328650264206)
2018,2018-07-17,2018/CA/6235,0.8121,POINT(8.945857695745529 39.389004282442755)
2018,2018-07-18,2018/CA/6255,2.8833,POINT(8.936713752586266 39.30582700748148)
2018,2018-07-18,2018/CA/6256,2.5983,POINT(9.200872807043508 39.269424450696334)
2018,2018-07-25,2018/CA/6361,0.1404,POINT(9.067145340229837 39.31577617455517)
2018,2018-07-17,2018/CA/6239,6.8297,POINT(9.08289314382002 39.476658284319925)
2018,2018-07-18,2018/CA/6242,11.9309,POINT(8.825334115820917 39.36478870454238)
2018,2018-07-18,2018/CA/6244,2.0305,POINT(8.944630172480013 39.64119388375529)
2018,2018-07-18,2018/CA/6245,3.8475,POINT(8.932248377262495 39.40027725866572)
2018,2018-07-18,2018/CA/6257,1.3297,POINT(8.946990267860851 39.63895760005454)
2018,2018-07-18,2018/CA/6258,0.4896,POINT(9.110861158535705 39.57691947435201)
2018,2018-07-18,2018/CA/6262,13.0909,POINT(9.064497748164603 39.38334385688594)
2018,2018-07-21,2018/CA/6292,2.2644,POINT(8.945139591687125 39.6310658418253)
2018,2018-07-19,2018/CA/6264,3.3627,POINT(8.83989785544411 39.434993037279206)
2018,2018-07-19,2018/CA/6267,0.1951,POINT(8.923217158570942 39.337750974149344)
