anno,dt_ince,comune,sup_tot_ha,geom
2020,2020-09-03,2020/IG/0834,0.1508,POINT(8.387236978560782 39.20072234002471)
2020,2020-08-21,2020/IG/0825,1.7704,POINT(8.555325697933704 39.26154528902441)
2020,2020-09-08,2020/IG/0836,0.3009,POINT(8.632084817219942 39.32476478301532)
2020,2020-11-20,2020/IG/0841,0.1053,POINT(8.370760607546687 39.0400685022556)
2020,2020-07-23,2020/LA/0575,0.6996,POINT(9.631760667358426 39.95866363690899)
2020,2020-08-23,2020/IG/0828,6.2368,POINT(8.60685093326679 39.31790520587547)
2020,2020-02-04,2020/LA/0536,1.7004,POINT(9.623291059422794 40.006113315376005)
2020,2020-02-04,2020/LA/0537,4.7271,POINT(9.623465461699334 39.97844395184681)
2020,2020-02-04,2020/LA/0538,1.5933,POINT(9.685911799598799 39.97533592234464)
2020,2020-02-09,2020/LA/0539,0.5610,POINT(9.479898085312403 39.856593365596886)
2020,2020-02-12,2020/LA/0540,0.4717,POINT(9.634277869533895 39.8163267271474)
2020,2020-05-24,2020/LA/0546,0.1697,POINT(9.55684370755854 40.02692058256968)
2020,2020-05-26,2020/LA/0550,0.3937,POINT(9.564824538713292 39.97132518228552)
2020,2020-05-27,2020/LA/0553,0.2624,POINT(9.402251267502209 39.65879444411931)
2020,2020-07-30,2020/LA/0580,0.2990,POINT(9.641803437656085 40.01960390820906)
2020,2020-08-04,2020/LA/0586,0.2729,POINT(9.643839565630229 39.81515578949073)
2020,2020-08-12,2020/LA/0591,2.1534,POINT(9.5197718913449 39.90293094506906)
2020,2020-08-15,2020/LA/0596,12.1324,POINT(9.392938694416948 39.802300242675265)
2020,2020-08-23,2020/LA/0600,6.5386,POINT(9.32865326084402 39.830360335085764)
2020,2020-10-16,2020/LA/0633,1.1431,POINT(9.606371937011183 39.857602303646175)
2020,2020-02-05,2020/NU/0984,0.7991,POINT(8.92451924573659 40.319779833871046)
2020,2020-02-26,2020/NU/0985,0.4424,POINT(9.196392747139061 39.998411908565195)
2020,2020-05-17,2020/NU/0987,0.6604,POINT(9.412086619107727 40.300250677544405)
2020,2020-05-27,2020/NU/0989,9.2065,POINT(8.787951965703508 40.258547731845354)
2020,2020-05-17,2020/NU/0986,12.2824,POINT(9.060779881865404 40.23327126669533)
2020,2020-06-01,2020/NU/0990,1.2207,POINT(9.685926441561927 40.387518632741894)
2020,2020-06-03,2020/NU/0991,0.5689,POINT(9.737976034145381 40.62157346536227)
2020,2020-06-12,2020/NU/0992,0.4034,POINT(9.662996250780173 40.45178199823629)
2020,2020-07-30,2020/NU/1069,0.4902,POINT(9.354912115052164 40.43697384949395)
2020,2020-06-14,2020/NU/0993,10.6189,POINT(9.66224076719603 40.75949777984714)
2020,2020-06-22,2020/NU/0999,4.9007,POINT(9.30007329949406 40.27942384515842)
2020,2020-07-09,2020/NU/1022,0.3399,POINT(9.267263818844953 40.110962673152244)
2020,2020-08-01,2020/NU/1073,86.5016,POINT(9.156706384721172 40.22551473374615)
2020,2020-06-15,2020/NU/0994,4.9062,POINT(9.049491636041738 40.28240869780504)
2020,2020-06-17,2020/NU/0997,2.0461,POINT(9.323295462024108 40.29012715583004)
2020,2020-06-24,2020/NU/1001,1.2404,POINT(9.090091952651335 40.26048737240326)
2020,2020-03-06,2020/NU/1006,0.2792,POINT(9.624176570562897 40.37051285831082)
2020,2020-07-02,2020/NU/1007,0.9405,POINT(9.324372004145587 40.513873418395455)
2020,2020-06-25,2020/NU/1002,1.8716,POINT(9.757679177862917 40.442003200965516)
2020,2020-06-27,2020/NU/1003,1.6299,POINT(9.65180540401627 40.6363459908381)
2020,2020-06-27,2020/NU/1004,0.4369,POINT(9.652551114143883 40.62861710532918)
2020,2020-06-28,2020/NU/1005,0.7097,POINT(9.033586434799256 40.22949978384109)
2020,2020-07-08,2020/NU/1020,0.0815,POINT(9.305672874939967 40.32964190780546)
2020,2020-07-10,2020/NU/1023,0.4085,POINT(9.673133542054039 40.62430576440084)
2020,2020-07-04,2020/NU/1009,0.6768,POINT(8.629925205077056 40.26940933880238)
2020,2020-07-04,2020/NU/1011,2.6619,POINT(9.641255069779069 40.64267024858551)
2020,2020-07-04,2020/NU/1012,2.5383,POINT(9.650688766898684 40.63504168088564)
2020,2020-07-04,2020/NU/1014,0.5038,POINT(9.614592108699766 40.5833371637812)
2020,2020-07-08,2020/NU/1021,0.8695,POINT(9.73844326835956 40.617669161192474)
2020,2020-07-05,2020/NU/1015,1.9725,POINT(9.03139457503911 40.23016971144058)
2020,2020-07-07,2020/NU/1016,1.1823,POINT(9.31425864717682 40.30917850439494)
2020,2020-07-11,2020/NU/1024,8.5611,POINT(9.253122587892383 40.27197262365227)
2020,2020-07-13,2020/NU/1026,2.1202,POINT(9.314044731866723 40.31131552563799)
2020,2020-07-13,2020/NU/1027,5.0195,POINT(8.883047600017267 40.241112994265656)
2020,2020-07-14,2020/NU/1032,0.6308,POINT(9.739983559265967 40.61702890935302)
2020,2020-07-16,2020/NU/1033,0.1470,POINT(9.671002338360076 40.624168563636765)
2020,2020-07-16,2020/NU/1035,0.4157,POINT(9.29679383020226 40.32915923748976)
2020,2020-07-13,2020/NU/1028,2.7218,POINT(9.291871772442514 40.07978202223683)
2020,2020-07-09,2020/OR/1824,1.3253,POINT(8.97792359640234 40.18912465721959)
2020,2020-07-16,2020/NU/1037,0.2907,POINT(9.613086914237437 40.40468050098343)
2020,2020-07-17,2020/NU/1038,0.3374,POINT(9.268287325585606 40.12208694399984)
2020,2020-07-17,2020/NU/1039,0.2413,POINT(9.735314317858833 40.62249464060027)
2020,2020-07-16,2020/NU/1040,0.1967,POINT(9.675014211713952 40.35459923287484)
2020,2020-07-17,2020/NU/1041,0.7439,POINT(9.244523753957576 40.15686694184315)
2020,2020-07-21,2020/NU/1048,1.6026,POINT(9.267116581313687 40.10957752683214)
2020,2020-07-22,2020/NU/1050,10.2646,POINT(9.521498045021712 40.32648644569857)
2020,2020-07-21,2020/NU/1047,1.6993,POINT(9.735392594454721 40.61992782693719)
2020,2020-07-27,2020/NU/1063,0.3213,POINT(8.67489373234239 40.27922132244223)
2020,2020-07-22,2020/NU/1051,2.0529,POINT(9.595175911186208 40.38965023253805)
2020,2020-07-22,2020/NU/1052,0.3625,POINT(9.643911793006698 40.62708090142159)
2020,2020-07-28,2020/NU/1067,0.5589,POINT(8.66084582582481 40.29897234662656)
2020,2020-07-24,2020/NU/1054,1.0100,POINT(9.173074841761249 40.27310771475269)
2020,2020-07-25,2020/NU/1056,2.7531,POINT(9.624587079203813 40.629711487220206)
2020,2020-07-26,2020/NU/1060,6.7812,POINT(9.317512629455331 40.30945449055594)
2020,2020-07-26,2020/NU/1062,27.5184,POINT(9.270793004954283 40.1203598261227)
2020,2020-08-01,2020/NU/1074,119.2649,POINT(9.353712120767714 40.217652746530646)
2020,2020-08-03,2020/NU/1079,0.4970,POINT(9.276477485736741 40.22860208817362)
2020,2020-08-06,2020/NU/1086,0.7777,POINT(8.781303740387258 40.31214518103814)
2020,2020-05-10,2020/OR/1708,9.8650,POINT(8.699190885865626 39.82844334847491)
2020,2020-08-03,2020/NU/1080,5.6231,POINT(9.672098775950358 40.45347917171639)
2020,2020-05-28,2020/OR/1733,0.6629,POINT(8.632874841978165 39.95217876773744)
2020,2020-08-03,2020/NU/1081,7.4848,POINT(9.655992851548662 40.638658293847236)
2020,2020-08-04,2020/NU/1082,97.7535,POINT(9.59571434170082 40.45565528193856)
2020,2020-08-15,2020/NU/1100,0.4907,POINT(9.183515208473034 40.16374696944541)
2020,2020-08-04,2020/NU/1083,7.2741,POINT(9.651071627190587 40.64318385556418)
2020,2020-08-05,2020/NU/1085,0.1125,POINT(9.268392212595334 40.19135888706656)
2020,2020-05-28,2020/OR/1734,3.3797,POINT(8.639351185745966 39.76696852412845)
2020,2020-08-08,2020/NU/1090,11.1455,POINT(9.310192640735076 40.05794742708817)
2020,2020-08-17,2020/NU/1102,0.3378,POINT(9.168353615064394 40.27250030181067)
2020,2020-08-08,2020/NU/1091,2.0965,POINT(9.180712415068884 40.16659518940355)
2020,2020-08-10,2020/NU/1092,64.6639,POINT(9.454928543282694 40.53190593756661)
2020,2020-08-11,2020/NU/1094,7.2298,POINT(9.117485908714956 40.117621585290664)
2020,2020-08-13,2020/NU/1095,16.9314,POINT(9.705513474935342 40.63097800062191)
2020,2020-08-13,2020/NU/1096,0.9453,POINT(9.660897482099148 40.63001138454698)
2020,2020-08-26,2020/NU/1121,1.1744,POINT(9.660730105829067 40.63538750829351)
2020,2020-08-14,2020/NU/1097,7.9804,POINT(9.303935257960353 40.11172825833818)
2020,2020-08-14,2020/NU/1098,0.4158,POINT(9.084059985283387 40.07807180237259)
2020,2020-08-11,2020/NU/1099,1.4851,POINT(9.337186305486517 40.54251618604356)
2020,2020-08-18,2020/NU/1105,1.6459,POINT(9.047387403278035 40.27992114139526)
2020,2020-08-20,2020/NU/1106,3.2534,POINT(8.767388271731917 40.238196884259274)
2020,2020-08-21,2020/NU/1107,11.0887,POINT(9.16189904197601 40.28048911235686)
2020,2020-08-21,2020/NU/1108,4.4450,POINT(9.663396835000254 40.63778565795252)
2020,2020-08-23,2020/NU/1111,3.2464,POINT(9.065477269387697 39.765493102731305)
2020,2020-08-23,2020/NU/1112,3.4318,POINT(9.134842951587805 40.22942501805369)
2020,2020-08-23,2020/NU/1113,44.3447,POINT(9.372260854724244 40.40228233872224)
2020,2020-06-24,2020/OR/1778,1.7747,POINT(8.618333157659015 39.731373865835465)
2020,2020-08-23,2020/NU/1114,87.2477,POINT(9.260669301327713 40.31377022395029)
2020,2020-08-26,2020/NU/1122,0.8694,POINT(8.629980548943706 40.29727608907676)
2020,2020-08-23,2020/NU/1115,18.5445,POINT(9.652171951873923 40.49760953310873)
2020,2020-08-24,2020/NU/1116,10.3394,POINT(9.649318959056306 40.49263850252092)
2020,2020-08-24,2020/NU/1118,27.0979,POINT(9.740282009582781 40.675282727172466)
2020,2020-08-25,2020/NU/1120,3.2073,POINT(9.677524733197052 40.763906360417096)
2020,2020-08-28,2020/NU/1125,0.4652,POINT(9.270963408351479 40.440442793611226)
2020,2020-08-28,2020/NU/1126,1.0701,POINT(9.726526643711491 40.630487973048275)
2020,2020-09-01,2020/NU/1130,41.1431,POINT(8.81757156953978 40.306835464536505)
2020,2020-09-04,2020/NU/1132,49.0089,POINT(8.672992466690244 40.30823339757371)
2020,2020-08-16,2020/SS/1936,12.1094,POINT(8.472049658887016 40.75336930566903)
2020,2020-09-04,2020/NU/1134,1.4926,POINT(8.686246120368114 40.25852785401004)
2020,2020-09-05,2020/NU/1135,22.3835,POINT(8.790926792058436 40.32123458909618)
2020,2020-09-17,2020/NU/1141,0.3264,POINT(8.707725593079777 40.31365775523864)
2020,2020-09-18,2020/NU/1142,0.3464,POINT(8.653916358072166 40.30039595048394)
2020,2020-09-08,2020/NU/1136,3.0176,POINT(8.633304447224985 40.282607020906866)
2020,2020-09-09,2020/NU/1137,7.5668,POINT(8.645601133813292 40.28366039771396)
2020,2020-09-09,2020/NU/1138,17.0403,POINT(8.69999272723828 40.2962295202959)
2020,2020-09-06,2020/NU/1139,1.4709,POINT(8.665814306690686 40.26275886806991)
2020,2020-09-22,2020/NU/1144,1.3897,POINT(8.950744518853407 40.297028240528704)
2020,2020-05-08,2020/OR/1700,19.3405,POINT(8.622267442251445 39.81433319093314)
2020,2020-09-09,2020/NU/1140,6.6062,POINT(8.70095555648654 40.26805835280043)
2020,2020-05-16,2020/OR/1710,8.3993,POINT(8.617667165303041 39.75571489451048)
2020,2020-06-24,2020/OR/1779,8.3593,POINT(8.72525639942205 39.68058167780937)
2020,2020-05-21,2020/OR/1713,5.0968,POINT(8.641039038529167 40.058608909036764)
2020,2020-05-21,2020/OR/1714,4.5390,POINT(8.570993422548634 40.040833352736975)
2020,2020-05-22,2020/OR/1715,2.6638,POINT(8.870937082323195 39.76587334786571)
2020,2020-06-25,2020/OR/1783,11.4120,POINT(8.845068950764464 39.79960785881088)
2020,2020-05-22,2020/OR/1716,2.4604,POINT(8.794538787459587 39.99956146158645)
2020,2020-05-23,2020/OR/1717,0.9901,POINT(8.432264726937623 39.90428367894677)
2020,2020-05-23,2020/OR/1718,1.2486,POINT(8.540756436834695 39.94789199771562)
2020,2020-05-26,2020/OR/1721,2.4415,POINT(8.807654918108197 40.14125992102687)
2020,2020-05-24,2020/OR/1722,2.0576,POINT(8.620524382305 39.715864516766764)
2020,2020-05-26,2020/OR/1723,0.1475,POINT(8.689339685796439 39.78531792156775)
2020,2020-05-27,2020/OR/1729,3.5029,POINT(8.588492916508919 39.72212151970301)
2020,2020-05-28,2020/OR/1735,5.0334,POINT(8.850286840331776 40.163249401709145)
2020,2020-05-30,2020/OR/1737,3.6314,POINT(8.611871588944819 39.98871565006325)
2020,2020-05-30,2020/OR/1738,0.9970,POINT(8.746134569137029 39.65436969194166)
2020,2020-05-31,2020/OR/1740,3.1429,POINT(8.550066797852804 39.94216733767293)
2020,2020-06-03,2020/OR/1747,0.6351,POINT(8.833366214401762 39.772518172989045)
2020,2020-06-04,2020/OR/1754,3.3557,POINT(8.628393521666382 39.950164220172276)
2020,2020-06-12,2020/OR/1760,3.7695,POINT(8.487293689328293 40.26962245810368)
2020,2020-06-12,2020/OR/1761,13.4531,POINT(8.627990124088655 39.99089192673784)
2020,2020-06-16,2020/OR/1764,2.5888,POINT(8.61739313256139 40.26899938296028)
2020,2020-06-20,2020/OR/1768,15.1940,POINT(8.614372146579434 39.96859898453866)
2020,2020-06-23,2020/OR/1777,5.8490,POINT(8.78603330395304 39.73665322791583)
2020,2020-06-29,2020/OR/1794,40.9154,POINT(8.777671352845234 40.14253999491539)
2020,2020-06-29,2020/OR/1795,2.9189,POINT(8.654423944051114 39.75100486989222)
2020,2020-06-29,2020/OR/1796,1.9540,POINT(8.876807321024332 39.76194711955881)
2020,2020-07-01,2020/OR/1804,8.2780,POINT(8.862536274512747 40.082026009469125)
2020,2020-07-03,2020/OR/1806,28.3191,POINT(8.851267876464515 40.117743726914156)
2020,2020-07-18,2020/OR/1843,0.1939,POINT(8.720417641103799 39.70780244594479)
2020,2020-07-19,2020/OR/1844,2.0460,POINT(8.550857614592008 40.19383659501919)
2020,2020-07-03,2020/OR/1808,3.3198,POINT(8.710306879923477 40.08846777226006)
2020,2020-07-04,2020/OR/1809,4.7242,POINT(8.456367331272178 39.980333080352395)
2020,2020-07-04,2020/OR/1811,1.1990,POINT(8.635323005840624 39.9596317087371)
2020,2020-07-06,2020/OR/1814,0.1011,POINT(8.807583712382337 39.993123112134064)
2020,2020-07-07,2020/OR/1816,0.6781,POINT(8.648542450572386 39.87249754169224)
2020,2020-07-07,2020/OR/1819,2.0593,POINT(8.619476730244568 39.71993188632393)
2020,2020-07-22,2020/OR/1852,10.3130,POINT(8.75960932853758 39.67437561904559)
2020,2020-07-28,2020/OR/1857,1.2811,POINT(8.557726248126553 39.99593854717963)
2020,2020-08-01,2020/OR/1868,9.9219,POINT(8.861966417207046 39.75599095709317)
2020,2020-08-01,2020/OR/1870,0.4091,POINT(8.770004506726146 39.713725065206546)
2020,2020-08-01,2020/OR/1871,0.5433,POINT(8.863805591705825 40.119321591546516)
2020,2020-08-09,2020/OR/1900,0.7841,POINT(8.611848092483783 39.84736334954364)
2020,2020-08-02,2020/OR/1873,1.0976,POINT(8.792620877953972 39.69711115269235)
2020,2020-08-02,2020/OR/1876,1.2231,POINT(8.799874487495162 39.70811684191712)
2020,2020-08-05,2020/OR/1880,0.7759,POINT(8.579358814691743 39.99244439348747)
2020,2020-08-15,2020/OR/1918,1.0474,POINT(8.832580712492822 39.98717185417475)
2020,2020-08-05,2020/OR/1882,8.2737,POINT(8.59875412189806 39.72455508583255)
2020,2020-08-05,2020/OR/1883,30.7179,POINT(8.688755237719251 40.140450564376074)
2020,2020-08-05,2020/OR/1885,0.9994,POINT(8.854990118296548 40.16933607365022)
2020,2020-08-08,2020/OR/1894,0.2489,POINT(8.570485039663108 40.04990662827152)
2020,2020-08-10,2020/OR/1901,0.4678,POINT(8.760998048794203 40.05344372919735)
2020,2020-08-12,2020/OR/1906,3.8295,POINT(8.616167868898216 39.738881946857475)
2020,2020-08-21,2020/OR/1931,0.8448,POINT(8.714729558706523 40.10805230497495)
2020,2020-08-21,2020/OR/1932,0.7013,POINT(8.546449836313831 40.221515646321016)
2020,2020-08-12,2020/OR/1908,1.0299,POINT(8.452539573638497 39.956817619106474)
2020,2020-08-12,2020/OR/1911,0.3725,POINT(8.876178671261918 39.769694094116645)
2020,2020-08-13,2020/OR/1914,0.5947,POINT(8.936984527622263 40.04728207950463)
2020,2020-08-16,2020/OR/1920,0.5437,POINT(8.601097957294845 39.983721396420655)
2020,2020-08-18,2020/OR/1921,4.9403,POINT(8.766858424729795 39.71464792309218)
2020,2020-08-21,2020/OR/1933,2.0535,POINT(8.55725125046166 40.194443162215734)
2020,2020-08-22,2020/OR/1937,0.8159,POINT(8.678805822688245 40.13977600507461)
2020,2020-08-27,2020/OR/1951,1.9033,POINT(8.754077651638537 40.04127524465435)
2020,2020-08-29,2020/OR/1955,0.3709,POINT(8.855857313998891 39.81357131588524)
2020,2020-08-23,2020/OR/1940,0.8235,POINT(8.645379675221603 39.871473223318276)
2020,2020-08-23,2020/OR/1942,37.8403,POINT(8.889640708552415 39.9154419684155)
2020,2020-08-25,2020/OR/1947,2.0045,POINT(8.572719123716162 40.26189153658769)
2020,2020-08-26,2020/OR/1948,3.2783,POINT(8.585786236146552 40.255618171481984)
2020,2020-08-27,2020/OR/1950,1.1320,POINT(8.570912745465511 40.26222133189537)
2020,2020-08-29,2020/OR/1957,8.5850,POINT(8.732624705339196 40.10431872255548)
2020,2020-08-31,2020/OR/1960,1.5318,POINT(8.887274459315606 39.75664891718934)
2020,2020-09-04,2020/OR/1967,0.7078,POINT(8.518915211259237 40.2698967923153)
2020,2020-09-09,2020/OR/1978,0.7353,POINT(8.577658496504224 40.26379147534204)
2020,2020-09-15,2020/OR/1984,0.6320,POINT(8.739485900429022 40.1761793584491)
2020,2020-09-22,2020/OR/1989,1.1461,POINT(8.626508362635473 39.82580276685858)
2020,2020-10-10,2020/OR/2002,0.1610,POINT(8.886761608446886 40.13859342340575)
2020,2020-02-17,2020/OR/2003,0.9325,POINT(8.430725982406063 40.37956241026322)
2020,2020-04-11,2020/SS/1712,2.3640,POINT(8.59091861544042 40.62418992621762)
2020,2020-05-07,2020/SS/1715,5.0149,POINT(8.945823862867439 40.650161338520086)
2020,2020-05-30,2020/SS/1721,1.2380,POINT(8.361512000654136 40.68635934166987)
2020,2020-05-31,2020/SS/1724,2.1632,POINT(8.50662345292849 40.61853015209735)
2020,2020-06-02,2020/SS/1725,5.0570,POINT(8.240191612709596 40.69561416581819)
2020,2020-06-16,2020/SS/1740,0.3217,POINT(8.496709533945442 40.72860195568266)
2020,2020-06-20,2020/SS/1743,0.3257,POINT(8.516146161222597 40.73081838237789)
2020,2020-05-09,2020/SS/1716,6.1486,POINT(9.003082930105913 40.319532950189355)
2020,2020-05-25,2020/SS/1718,0.2067,POINT(8.582173063046342 40.55473283406135)
2020,2020-06-09,2020/SS/1733,0.2805,POINT(8.533988347768988 40.605597174671715)
2020,2020-06-22,2020/SS/1745,12.2158,POINT(9.001118180551577 40.686106168982676)
2020,2020-06-04,2020/SS/1728,0.1198,POINT(8.682786464710633 40.38705021977874)
2020,2020-06-05,2020/SS/1730,6.4300,POINT(8.681038412573933 40.39280883623154)
2020,2020-06-08,2020/SS/1731,1.0401,POINT(8.280738942310014 40.81991735726448)
2020,2020-06-09,2020/SS/1732,0.7200,POINT(9.015243925878002 40.394971227175624)
2020,2020-06-23,2020/SS/1748,0.4314,POINT(8.8397420793852 40.817637627268354)
2020,2020-06-24,2020/SS/1751,0.4525,POINT(8.546921744247786 40.61283630675233)
2020,2020-06-24,2020/SS/1753,2.5855,POINT(8.552890785190565 40.78592900941403)
2020,2020-06-26,2020/SS/1754,7.6622,POINT(8.690227003350506 40.45289938639926)
2020,2020-06-27,2020/SS/1758,1.9163,POINT(9.043567928912344 40.407923128078814)
2020,2020-06-27,2020/SS/1759,1.2962,POINT(9.053697375308738 40.37549519028957)
2020,2020-06-29,2020/SS/1763,0.2422,POINT(8.92199022759977 40.44091567883376)
2020,2020-07-02,2020/SS/1767,1.2763,POINT(8.998653662379494 40.38753475040245)
2020,2020-07-02,2020/SS/1769,16.5406,POINT(9.055862267611271 40.39377166739196)
2020,2020-07-01,2020/SS/1766,8.7991,POINT(8.858396125267719 40.532155104784664)
2020,2020-07-03,2020/SS/1773,0.5099,POINT(8.39512824626719 40.65131296298634)
2020,2020-07-03,2020/SS/1774,4.9464,POINT(9.252186396843383 40.619343926587035)
2020,2020-07-07,2020/SS/1783,0.6344,POINT(9.015207522594405 40.39732946371946)
2020,2020-07-08,2020/SS/1789,36.3741,POINT(8.284955055950078 40.80472247256124)
2020,2020-07-11,2020/SS/1796,0.1289,POINT(9.009524182409796 40.40817369591031)
2020,2020-07-11,2020/SS/1797,0.2157,POINT(8.541212274335964 40.79152884824444)
2020,2020-07-12,2020/SS/1799,0.4372,POINT(9.00546367288843 40.40246678690882)
2020,2020-07-12,2020/SS/1801,0.3538,POINT(8.721609353216998 40.575509317246514)
2020,2020-07-12,2020/SS/1802,0.3174,POINT(8.563287627212752 40.59899530124971)
2020,2020-07-15,2020/SS/1806,20.8431,POINT(8.673948716744414 40.400650504571935)
2020,2020-07-15,2020/SS/1807,0.6313,POINT(9.008385897634911 40.39510846095296)
2020,2020-07-17,2020/SS/1825,1.2436,POINT(8.666917697114188 40.73565878993136)
2020,2020-07-16,2020/SS/1809,0.7426,POINT(8.32229369487996 40.82296945399596)
2020,2020-07-17,2020/SS/1816,0.4766,POINT(8.91210935548888 40.61785867379293)
2020,2020-07-17,2020/SS/1820,25.6679,POINT(8.451720836106128 40.76613650682783)
2020,2020-07-17,2020/SS/1821,7.1160,POINT(8.782987341094376 40.73264493447547)
2020,2020-07-17,2020/SS/1823,0.2148,POINT(8.542019061013765 40.65777574065456)
2020,2020-04-16,2020/TE/0553,0.7180,POINT(9.172121480242257 41.1776021793558)
2020,2020-07-17,2020/SS/1827,0.4237,POINT(9.036128616553613 40.58263844119788)
2020,2020-07-18,2020/SS/1828,2.3338,POINT(8.542496281783595 40.64673688282906)
2020,2020-07-17,2020/SS/1833,0.2238,POINT(9.021391060763444 40.42250815765167)
2020,2020-07-17,2020/SS/1837,0.8296,POINT(9.021982024555616 40.430609660867866)
2020,2020-07-17,2020/SS/1838,0.4812,POINT(9.028701256893905 40.40381989413056)
2020,2020-07-17,2020/SS/1839,0.8978,POINT(9.027524487250846 40.40542885503907)
2020,2020-07-17,2020/SS/1840,0.2100,POINT(9.028794982071425 40.40653247412498)
2020,2020-07-21,2020/SS/1844,10.3285,POINT(8.546194930321432 40.79259187167459)
2020,2020-07-21,2020/SS/1845,3.1927,POINT(8.636149495055188 40.87600455809752)
2020,2020-07-22,2020/SS/1849,0.6831,POINT(9.239537722140359 40.470713638048615)
2020,2020-07-22,2020/SS/1850,0.3950,POINT(9.233311329365442 40.47554296344539)
2020,2020-07-22,2020/SS/1851,0.2099,POINT(9.227205380122417 40.4764137398575)
2020,2020-07-24,2020/SS/1856,5.0278,POINT(8.35374403034229 40.6755663315285)
2020,2020-07-25,2020/SS/1860,6.3237,POINT(8.545847848121534 40.650051736502455)
2020,2020-07-22,2020/SS/1862,0.6382,POINT(9.228342047120213 40.47726183891948)
2020,2020-07-22,2020/SS/1863,0.3706,POINT(9.240229890839773 40.47121724417827)
2020,2020-07-27,2020/SS/1864,1.6527,POINT(8.263364935620741 40.83046527186178)
2020,2020-07-22,2020/SS/1865,0.8566,POINT(9.230895882014742 40.47685502912357)
2020,2020-07-27,2020/SS/1866,10.6477,POINT(8.766509762679881 40.896096018313926)
2020,2020-08-01,2020/SS/1885,0.3967,POINT(8.986458046642857 40.406263013261224)
2020,2020-08-02,2020/SS/1886,22.2821,POINT(8.726621733419428 40.539834245827784)
2020,2020-08-09,2020/SS/1907,1.1182,POINT(8.928348288173275 40.62708931334173)
2020,2020-07-27,2020/TE/0599,3.2372,POINT(9.002001889846177 40.74533921191573)
2020,2020-07-30,2020/SS/1877,1.6324,POINT(8.544852807964794 40.647668540995696)
2020,2020-08-06,2020/SS/1900,7.9153,POINT(8.992736977221169 40.39536502392164)
2020,2020-07-31,2020/SS/1878,2.9682,POINT(8.718309000008821 40.54326734791614)
2020,2020-08-01,2020/SS/1880,0.1991,POINT(8.844722478697676 40.44018282986209)
2020,2020-08-01,2020/SS/1883,468.5402,POINT(8.513026571755653 40.635503896452164)
2020,2020-08-01,2020/SS/1884,9.0839,POINT(8.488946837868067 40.6317373746238)
2020,2020-08-04,2020/SS/1892,1.9173,POINT(8.532241804142664 40.78730168067813)
2020,2020-08-04,2020/SS/1896,0.2099,POINT(9.013679459018372 40.405279973794364)
2020,2020-08-05,2020/SS/1897,0.2484,POINT(9.012990869758264 40.40492446586353)
2020,2020-08-08,2020/SS/1906,12.8093,POINT(8.356428760259181 40.681410433492296)
2020,2020-08-12,2020/SS/1916,6.5195,POINT(8.998999027954866 40.39090734239188)
2020,2020-08-13,2020/SS/1920,5.1427,POINT(8.991617957045623 40.39355834678588)
2020,2020-08-15,2020/SS/1931,1.6577,POINT(8.994805400611183 40.38389867838971)
2020,2020-08-16,2020/SS/1934,0.6222,POINT(8.581414800753429 40.56417891635175)
2020,2020-08-16,2020/SS/1935,0.3449,POINT(8.999793222268147 40.3856410335406)
2020,2020-08-16,2020/SS/1937,0.4458,POINT(9.03646971154686 40.31040345240557)
2020,2020-08-16,2020/SS/1940,3.0676,POINT(8.466282437919473 40.7529260010491)
2020,2020-08-18,2020/SS/1943,1.8009,POINT(8.423402522933976 40.815079049557895)
2020,2020-08-19,2020/SS/1946,1.1190,POINT(9.000093403611755 40.38665733630805)
2020,2020-08-21,2020/SS/1951,0.3872,POINT(8.17341567202921 40.74771800045565)
2020,2020-08-22,2020/SS/1954,18.7904,POINT(8.832236033181426 40.430852053012146)
2020,2020-08-23,2020/SS/1957,0.2926,POINT(8.996994346115537 40.39575189787111)
2020,2020-08-24,2020/SS/1959,2.1966,POINT(8.998632550246995 40.38620189320355)
2020,2020-08-24,2020/SS/1960,13.3320,POINT(8.354412241647188 40.813503909128706)
2020,2020-08-28,2020/SS/1967,2.7969,POINT(8.774260984075413 40.407511666388785)
2020,2020-09-18,2020/SS/1990,1.4792,POINT(8.554547570295306 40.540212282966266)
2020,2020-09-20,2020/SS/1991,3.6699,POINT(8.709467528338037 40.64519514232429)
2020,2020-08-29,2020/SS/1969,13.1000,POINT(8.607025636954937 40.68989947554712)
2020,2020-08-29,2020/SS/1970,1.5692,POINT(8.595227896216535 40.69401389446786)
2020,2020-09-21,2020/SS/1993,5.5089,POINT(8.567609388600536 40.55137645065186)
2020,2020-09-01,2020/SS/1972,0.5470,POINT(8.547295421494518 40.40588347057618)
2020,2020-04-07,2020/TE/0550,0.6766,POINT(9.513103704603896 40.80753993271468)
2020,2020-04-12,2020/TE/0551,0.6127,POINT(8.922451811241308 40.77549864558689)
2020,2020-09-03,2020/SS/1974,3.6740,POINT(8.364623278561044 40.61455424528922)
2020,2020-09-13,2020/SS/1985,0.2999,POINT(8.563132295442296 40.5672530289012)
2020,2020-09-13,2020/SS/1986,0.7416,POINT(8.566774470817647 40.54364957947723)
2020,2020-09-18,2020/SS/1989,0.5468,POINT(8.566460158222016 40.55513782951789)
2020,2020-05-28,2020/TE/0556,1.0318,POINT(9.310615584189943 41.02884915395967)
2020,2020-05-31,2020/TE/0558,0.1638,POINT(9.464652431223833 40.932305750797255)
